Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Fix Rate, Machine Amount
340,10310438.8115,10340438.8115,30000.0000,3000,10.0000,0.0000,75
341,10340438.8115,10370438.8115,30000.0000,3000,10.0000,0.0000,75
342,10370438.8115,10400438.8115,30000.0000,3000,10.0000,0.0000,75
343,10400438.8115,10430438.8115,30000.0000,3000,10.0000,0.0000,75
344,10430438.8115,10460438.8115,30000.0000,3000,10.0000,0.0000,75
345,10460438.8115,10490438.8115,30000.0000,3000,10.0000,0.0000,75
346,10490438.8115,10520438.8115,30000.0000,3000,10.0000,0.0000,75
347,10520438.8115,10550438.8115,30000.0000,3000,10.0000,0.0000,75
348,10550438.8115,10580438.8115,30000.0000,3000,10.0000,0.0000,75
349,10580438.8115,10610438.8115,30000.0000,3000,10.0000,0.0000,75
350,10610438.8115,10640438.8115,30000.0000,3000,10.0000,0.0000,75
351,10640438.8115,10670438.8115,30000.0000,3000,10.0000,0.0000,75
352,10670438.8115,10700438.8115,30000.0000,3000,10.0000,0.0000,75
353,10700438.8115,10730438.8115,30000.0000,3000,10.0000,0.0000,75
354,10730438.8115,10760438.8115,30000.0000,3000,10.0000,0.0000,75
355,10760438.8115,10790438.8115,30000.0000,3000,10.0000,0.0000,75
356,10790438.8115,10820438.8115,30000.0000,3000,10.0000,0.0000,75
357,10820438.8115,10850438.8115,30000.0000,3000,10.0000,0.0000,75
358,10850438.8115,10880438.8115,30000.0000,3000,10.0000,0.0000,75
359,10880438.8115,10910438.8115,30000.0000,3000,10.0000,0.0000,75
360,10910438.8115,10940438.8115,30000.0000,3000,10.0000,0.0000,75
361,10940438.8115,10970438.8115,30000.0000,3000,10.0000,0.0000,75
362,10970438.8115,11000438.8115,30000.0000,3000,10.0000,0.0000,75
363,11000438.8115,11030438.8115,30000.0000,3000,10.0000,0.0000,75
364,11030438.8115,11060438.8115,30000.0000,3000,10.0000,0.0000,75
365,11060438.8115,11090438.8115,30000.0000,3000,10.0000,0.0000,75
366,11090438.8115,11120438.8115,30000.0000,3000,10.0000,0.0000,75
367,11120438.8115,11150438.8115,30000.0000,3000,10.0000,0.0000,75
368,11150438.8115,11180438.8115,30000.0000,3000,10.0000,0.0000,75
369,11180438.8115,11210438.8115,30000.0000,3000,10.0000,0.0000,75
370,11210438.8115,11240438.8115,30000.0000,3000,10.0000,0.0000,75
371,11240438.8115,11270438.8115,30000.0000,3000,10.0000,0.0000,75
372,11270438.8115,11300438.8115,30000.0000,3000,10.0000,0.0000,75
373,11300438.8115,11330438.8115,30000.0000,3000,10.0000,0.0000,75
374,11330438.8115,11360438.8115,30000.0000,3000,10.0000,0.0000,75
375,11360438.8115,11390438.8115,30000.0000,3000,10.0000,0.0000,75
376,11390438.8115,11420438.8115,30000.0000,3000,10.0000,0.0000,75
377,11420438.8115,11450438.8115,30000.0000,3000,10.0000,0.0000,75
378,11450438.8115,11480438.8115,30000.0000,3000,10.0000,0.0000,75
379,11480438.8115,11510438.8115,30000.0000,3000,10.0000,0.0000,75
380,11510438.8115,11540438.8115,30000.0000,3000,10.0000,0.0000,75
381,11540438.8115,11570438.8115,30000.0000,3000,10.0000,0.0000,75
382,11570438.8115,11600438.8115,30000.0000,3000,10.0000,0.0000,75
383,11600438.8115,11630438.8115,30000.0000,3000,10.0000,0.0000,75
384,11630438.8115,11660438.8115,30000.0000,3000,10.0000,0.0000,75
385,11660438.8115,11690438.8115,30000.0000,3000,10.0000,0.0000,75
386,11690438.8115,11720438.8115,30000.0000,3000,10.0000,0.0000,75
387,11720438.8115,11750438.8115,30000.0000,3000,10.0000,0.0000,75
388,11750438.8115,11780438.8115,30000.0000,3000,10.0000,0.0000,75
389,11780438.8115,11810438.8115,30000.0000,3000,10.0000,0.0000,75
390,11810438.8115,11840438.8115,30000.0000,3000,10.0000,0.0000,75
391,11840438.8115,11870438.8115,30000.0000,3000,10.0000,0.0000,75
392,11870438.8115,11900438.8115,30000.0000,3000,10.0000,0.0000,75
393,11900438.8115,11930438.8115,30000.0000,3000,10.0000,0.0000,75
394,11930438.8115,11960438.8115,30000.0000,3000,10.0000,0.0000,75
395,11960438.8115,11990438.8115,30000.0000,3000,10.0000,0.0000,75
396,11990438.8115,12020438.8115,30000.0000,3000,10.0000,0.0000,75
397,12020438.8115,12050438.8115,30000.0000,3000,10.0000,0.0000,75
398,12050438.8115,12080438.8115,30000.0000,3000,10.0000,0.0000,75
399,12080438.8115,12110438.8115,30000.0000,3000,10.0000,0.0000,75
400,12110438.8115,12140438.8115,30000.0000,3000,10.0000,0.0000,75
401,12140438.8115,12170438.8115,30000.0000,3000,10.0000,0.0000,75
402,12170438.8115,12200438.8115,30000.0000,3000,10.0000,0.0000,75
403,12200438.8115,12230438.8115,30000.0000,3000,10.0000,0.0000,75
404,12230438.8115,12260438.8115,30000.0000,3000,10.0000,0.0000,75
405,12260438.8115,12290438.8115,30000.0000,3000,10.0000,0.0000,75
406,12290438.8115,12320438.8115,30000.0000,3000,10.0000,0.0000,75
407,12320438.8115,12350438.8115,30000.0000,3000,10.0000,0.0000,75
408,12350438.8115,12380438.8115,30000.0000,3000,10.0000,0.0000,75
409,12380438.8115,12410438.8115,30000.0000,3000,10.0000,0.0000,75
410,12410438.8115,12440438.8115,30000.0000,3000,10.0000,0.0000,75
411,12440438.8115,12470438.8115,30000.0000,3000,10.0000,0.0000,75
412,12470438.8115,12500438.8115,30000.0000,3000,10.0000,0.0000,75
413,12500438.8115,12530438.8115,30000.0000,3000,10.0000,0.0000,75
414,12530438.8115,12560438.8115,30000.0000,3000,10.0000,0.0000,75
415,12560438.8115,12590438.8115,30000.0000,3000,10.0000,0.0000,75
416,12590438.8115,12620438.8115,30000.0000,3000,10.0000,0.0000,75
417,12620438.8115,12650438.8115,30000.0000,3000,10.0000,0.0000,75
418,12650438.8115,12680438.8115,30000.0000,3000,10.0000,0.0000,75
419,12680438.8115,12710438.8115,30000.0000,3000,10.0000,0.0000,75
420,12710438.8115,12740438.8115,30000.0000,3000,10.0000,0.0000,75
421,12740438.8115,12770438.8115,30000.0000,3000,10.0000,0.0000,75
422,12770438.8115,12800438.8115,30000.0000,3000,10.0000,0.0000,75
423,12800438.8115,12830438.8115,30000.0000,3000,10.0000,0.0000,75
424,12830438.8115,12860438.8115,30000.0000,3000,10.0000,0.0000,75
425,12860438.8115,12890438.8115,30000.0000,3000,10.0000,0.0000,75
426,12890438.8115,12920438.8115,30000.0000,3000,10.0000,0.0000,75
427,12920438.8115,12950438.8115,30000.0000,3000,10.0000,0.0000,75
428,12950438.8115,12980438.8115,30000.0000,3000,10.0000,0.0000,75
429,12980438.8115,13010438.8115,30000.0000,3000,10.0000,0.0000,75
430,13010438.8115,13040438.8115,30000.0000,3000,10.0000,0.0000,75
431,13040438.8115,13070438.8115,30000.0000,3000,10.0000,0.0000,75
432,13070438.8115,13100438.8115,30000.0000,3000,10.0000,0.0000,75
433,13100438.8115,13130438.8115,30000.0000,3000,10.0000,0.0000,75
434,13130438.8115,13160438.8115,30000.0000,3000,10.0000,0.0000,75
435,13160438.8115,13190438.8115,30000.0000,3000,10.0000,0.0000,75
436,13190438.8115,13220438.8115,30000.0000,3000,10.0000,0.0000,75
437,13220438.8115,13250438.8115,30000.0000,3000,10.0000,0.0000,75
438,13250438.8115,13280438.8115,30000.0000,3000,10.0000,0.0000,75
439,13280438.8115,13310438.8115,30000.0000,3000,10.0000,0.0000,75
440,13310438.8115,13340438.8115,30000.0000,3000,10.0000,0.0000,75
441,13340438.8115,13370438.8115,30000.0000,3000,10.0000,0.0000,75
442,13370438.8115,13400438.8115,30000.0000,3000,10.0000,0.0000,75
443,13400438.8115,13430438.8115,30000.0000,3000,10.0000,0.0000,75
444,13430438.8115,13460438.8115,30000.0000,3000,10.0000,0.0000,75
445,13460438.8115,13490438.8115,30000.0000,3000,10.0000,0.0000,75
446,13490438.8115,13520438.8115,30000.0000,3000,10.0000,0.0000,75
447,13520438.8115,13550438.8115,30000.0000,3000,10.0000,0.0000,75
448,13550438.8115,13580438.8115,30000.0000,3000,10.0000,0.0000,75
449,13580438.8115,13610438.8115,30000.0000,3000,10.0000,0.0000,75
450,13610438.8115,13640438.8115,30000.0000,3000,10.0000,0.0000,75
451,13640438.8115,13670438.8115,30000.0000,3000,10.0000,0.0000,75
452,13670438.8115,13700438.8115,30000.0000,3000,10.0000,0.0000,75
453,13700438.8115,13730438.8115,30000.0000,3000,10.0000,0.0000,75
454,13730438.8115,13760438.8115,30000.0000,3000,10.0000,0.0000,75
455,13760438.8115,13790438.8115,30000.0000,3000,10.0000,0.0000,75
456,13790438.8115,13820438.8115,30000.0000,3000,10.0000,0.0000,75
457,13820438.8115,13850438.8115,30000.0000,3000,10.0000,0.0000,75
458,13850438.8115,13880438.8115,30000.0000,3000,10.0000,0.0000,75
459,13880438.8115,13910438.8115,30000.0000,3000,10.0000,0.0000,75
460,13910438.8115,13940438.8115,30000.0000,3000,10.0000,0.0000,75
461,13940438.8115,13970438.8115,30000.0000,3000,10.0000,0.0000,75
462,13970438.8115,14000438.8115,30000.0000,3000,10.0000,0.0000,75
463,14000438.8115,14030438.8115,30000.0000,3000,10.0000,0.0000,75
464,14030438.8115,14060438.8115,30000.0000,3000,10.0000,0.0000,75
465,14060438.8115,14090438.8115,30000.0000,3000,10.0000,0.0000,75
466,14090438.8115,14120438.8115,30000.0000,3000,10.0000,0.0000,75
467,14120438.8115,14150438.8115,30000.0000,3000,10.0000,0.0000,75
468,14150438.8115,14180438.8115,30000.0000,3000,10.0000,0.0000,75
469,14180438.8115,14210438.8115,30000.0000,3000,10.0000,0.0000,75
470,14210438.8115,14240438.8115,30000.0000,3000,10.0000,0.0000,75
471,14240438.8115,14270438.8115,30000.0000,3000,10.0000,0.0000,75
472,14270438.8115,14300438.8115,30000.0000,3000,10.0000,0.0000,75
473,14300438.8115,14330438.8115,30000.0000,3000,10.0000,0.0000,75
474,14330438.8115,14360438.8115,30000.0000,3000,10.0000,0.0000,75
475,14360438.8115,14390438.8115,30000.0000,3000,10.0000,0.0000,75
476,14390438.8115,14420438.8115,30000.0000,3000,10.0000,0.0000,75
477,14420438.8115,14450438.8115,30000.0000,3000,10.0000,0.0000,75
478,14450438.8115,14480438.8115,30000.0000,3000,10.0000,0.0000,75
479,14480438.8115,14510438.8115,30000.0000,3000,10.0000,0.0000,75
480,14510438.8115,14540438.8115,30000.0000,3000,10.0000,0.0000,75
481,14540438.8115,14570438.8115,30000.0000,3000,10.0000,0.0000,75
482,14570438.8115,14600438.8115,30000.0000,3000,10.0000,0.0000,75
483,14600438.8115,14630438.8115,30000.0000,3000,10.0000,0.0000,75
484,14630438.8115,14660438.8115,30000.0000,3000,10.0000,0.0000,75
485,14660438.8115,14690438.8115,30000.0000,3000,10.0000,0.0000,75
486,14690438.8115,14720438.8115,30000.0000,3000,10.0000,0.0000,75
487,14720438.8115,14750438.8115,30000.0000,3000,10.0000,0.0000,75
488,14750438.8115,14780438.8115,30000.0000,3000,10.0000,0.0000,75
489,14780438.8115,14810438.8115,30000.0000,3000,10.0000,0.0000,75
490,14810438.8115,14840438.8115,30000.0000,3000,10.0000,0.0000,75
491,14840438.8115,14870438.8115,30000.0000,3000,10.0000,0.0000,75
492,14870438.8115,14900438.8115,30000.0000,3000,10.0000,0.0000,75
493,14900438.8115,14930438.8115,30000.0000,3000,10.0000,0.0000,75
494,14930438.8115,14960438.8115,30000.0000,3000,10.0000,0.0000,75
495,14960438.8115,14990438.8115,30000.0000,3000,10.0000,0.0000,75
496,14990438.8115,15020438.8115,30000.0000,3000,10.0000,0.0000,75
497,15020438.8115,15050438.8115,30000.0000,3000,10.0000,0.0000,75
498,15050438.8115,15080438.8115,30000.0000,3000,10.0000,0.0000,75
499,15080438.8115,15110438.8115,30000.0000,3000,10.0000,0.0000,75
500,15110438.8115,15140438.8115,30000.0000,3000,10.0000,0.0000,75
501,15140438.8115,15170438.8115,30000.0000,3000,10.0000,0.0000,75
502,15170438.8115,15200438.8115,30000.0000,3000,10.0000,0.0000,75
503,15200438.8115,15230438.8115,30000.0000,3000,10.0000,0.0000,75
504,15230438.8115,15260438.8115,30000.0000,3000,10.0000,0.0000,75
505,15260438.8115,15290438.8115,30000.0000,3000,10.0000,0.0000,75
506,15290438.8115,15320438.8115,30000.0000,3000,10.0000,0.0000,75
507,15320438.8115,15350438.8115,30000.0000,3000,10.0000,0.0000,75
508,15350438.8115,15380438.8115,30000.0000,3000,10.0000,0.0000,75
509,15380438.8115,15410438.8115,30000.0000,3000,10.0000,0.0000,75
510,15410438.8115,15440438.8115,30000.0000,3000,10.0000,0.0000,75
511,15440438.8115,15470438.8115,30000.0000,3000,10.0000,0.0000,75
512,15470438.8115,15500438.8115,30000.0000,3000,10.0000,0.0000,75
513,15500438.8115,15530438.8115,30000.0000,3000,10.0000,0.0000,75
514,15530438.8115,15560438.8115,30000.0000,3000,10.0000,0.0000,75
515,15560438.8115,15590438.8115,30000.0000,3000,10.0000,0.0000,75
516,15590438.8115,15620438.8115,30000.0000,3000,10.0000,0.0000,75
517,15620438.8115,15650438.8115,30000.0000,3000,10.0000,0.0000,75
518,15650438.8115,15680438.8115,30000.0000,3000,10.0000,0.0000,75
519,15680438.8115,15710438.8115,30000.0000,3000,10.0000,0.0000,75
520,15710438.8115,15740438.8115,30000.0000,3000,10.0000,0.0000,75
521,15740438.8115,15770438.8115,30000.0000,3000,10.0000,0.0000,75
522,15770438.8115,15800438.8115,30000.0000,3000,10.0000,0.0000,75
523,15800438.8115,15830438.8115,30000.0000,3000,10.0000,0.0000,75
524,15830438.8115,15860438.8115,30000.0000,3000,10.0000,0.0000,75
525,15860438.8115,15890438.8115,30000.0000,3000,10.0000,0.0000,75
526,15890438.8115,15920438.8115,30000.0000,3000,10.0000,0.0000,75
527,15920438.8115,15950438.8115,30000.0000,3000,10.0000,0.0000,75
528,15950438.8115,15980438.8115,30000.0000,3000,10.0000,0.0000,75
529,15980438.8115,16010438.8115,30000.0000,3000,10.0000,0.0000,75
530,16010438.8115,16040438.8115,30000.0000,3000,10.0000,0.0000,75
531,16040438.8115,16070438.8115,30000.0000,3000,10.0000,0.0000,75
532,16070438.8115,16100438.8115,30000.0000,3000,10.0000,0.0000,75
533,16100438.8115,16130438.8115,30000.0000,3000,10.0000,0.0000,75
534,16130438.8115,16160438.8115,30000.0000,3000,10.0000,0.0000,75
535,16160438.8115,16190438.8115,30000.0000,3000,10.0000,0.0000,75
536,16190438.8115,16220438.8115,30000.0000,3000,10.0000,0.0000,75
537,16220438.8115,16250438.8115,30000.0000,3000,10.0000,0.0000,75
538,16250438.8115,16280438.8115,30000.0000,3000,10.0000,0.0000,75
539,16280438.8115,16310438.8115,30000.0000,3000,10.0000,0.0000,75
540,16310438.8115,16340438.8115,30000.0000,3000,10.0000,0.0000,75
541,16340438.8115,16370438.8115,30000.0000,3000,10.0000,0.0000,75
542,16370438.8115,16400438.8115,30000.0000,3000,10.0000,0.0000,75
543,16400438.8115,16430438.8115,30000.0000,3000,10.0000,0.0000,75
544,16430438.8115,16460438.8115,30000.0000,3000,10.0000,0.0000,75
545,16460438.8115,16490438.8115,30000.0000,3000,10.0000,0.0000,75
546,16490438.8115,16520438.8115,30000.0000,3000,10.0000,0.0000,75
547,16520438.8115,16550438.8115,30000.0000,3000,10.0000,0.0000,75
548,16550438.8115,16580438.8115,30000.0000,3000,10.0000,0.0000,75
549,16580438.8115,16610438.8115,30000.0000,3000,10.0000,0.0000,75
550,16610438.8115,16640438.8115,30000.0000,3000,10.0000,0.0000,75
551,16640438.8115,16670438.8115,30000.0000,3000,10.0000,0.0000,75
552,16670438.8115,16700438.8115,30000.0000,3000,10.0000,0.0000,75
553,16700438.8115,16730438.8115,30000.0000,3000,10.0000,0.0000,75
554,16730438.8115,16760438.8115,30000.0000,3000,10.0000,0.0000,75
555,16760438.8115,16790438.8115,30000.0000,3000,10.0000,0.0000,75
556,16790438.8115,16820438.8115,30000.0000,3000,10.0000,0.0000,75
557,16820438.8115,16850438.8115,30000.0000,3000,10.0000,0.0000,75
558,16850438.8115,16880438.8115,30000.0000,3000,10.0000,0.0000,75
559,16880438.8115,16910438.8115,30000.0000,3000,10.0000,0.0000,75
560,16910438.8115,16940438.8115,30000.0000,3000,10.0000,0.0000,75
561,16940438.8115,16970438.8115,30000.0000,3000,10.0000,0.0000,75
562,16970438.8115,17000438.8115,30000.0000,3000,10.0000,0.0000,75
563,17000438.8115,17030438.8115,30000.0000,3000,10.0000,0.0000,75
564,17030438.8115,17060438.8115,30000.0000,3000,10.0000,0.0000,75
565,17060438.8115,17090438.8115,30000.0000,3000,10.0000,0.0000,75
566,17090438.8115,17120438.8115,30000.0000,3000,10.0000,0.0000,75
567,17120438.8115,17150438.8115,30000.0000,3000,10.0000,0.0000,75
568,17150438.8115,17180438.8115,30000.0000,3000,10.0000,0.0000,75
569,17180438.8115,17210438.8115,30000.0000,3000,10.0000,0.0000,75
570,17210438.8115,17240438.8115,30000.0000,3000,10.0000,0.0000,75
571,17240438.8115,17270438.8115,30000.0000,3000,10.0000,0.0000,75
572,17270438.8115,17300438.8115,30000.0000,3000,10.0000,0.0000,75
573,17300438.8115,17330438.8115,30000.0000,3000,10.0000,0.0000,75
574,17330438.8115,17360438.8115,30000.0000,3000,10.0000,0.0000,75
575,17360438.8115,17390438.8115,30000.0000,3000,10.0000,0.0000,75
576,17390438.8115,17420438.8115,30000.0000,3000,10.0000,0.0000,75
577,17420438.8115,17450438.8115,30000.0000,3000,10.0000,0.0000,75
578,17450438.8115,17480438.8115,30000.0000,3000,10.0000,0.0000,75
579,17480438.8115,17510438.8115,30000.0000,3000,10.0000,0.0000,75
580,17510438.8115,17540438.8115,30000.0000,3000,10.0000,0.0000,75
581,17540438.8115,17570438.8115,30000.0000,3000,10.0000,0.0000,75
582,17570438.8115,17600438.8115,30000.0000,3000,10.0000,0.0000,75
583,17600438.8115,17630438.8115,30000.0000,3000,10.0000,0.0000,75
584,17630438.8115,17660438.8115,30000.0000,3000,10.0000,0.0000,75
585,17660438.8115,17690438.8115,30000.0000,3000,10.0000,0.0000,75
586,17690438.8115,17720438.8115,30000.0000,3000,10.0000,0.0000,75
587,17720438.8115,17750438.8115,30000.0000,3000,10.0000,0.0000,75
588,17750438.8115,17780438.8115,30000.0000,3000,10.0000,0.0000,75
589,17780438.8115,17810438.8115,30000.0000,3000,10.0000,0.0000,75
590,17810438.8115,17840438.8115,30000.0000,3000,10.0000,0.0000,75
591,17840438.8115,17870438.8115,30000.0000,3000,10.0000,0.0000,75
592,17870438.8115,17900438.8115,30000.0000,3000,10.0000,0.0000,75
593,17900438.8115,17930438.8115,30000.0000,3000,10.0000,0.0000,75
594,17930438.8115,17960438.8115,30000.0000,3000,10.0000,0.0000,75
595,17960438.8115,17990438.8115,30000.0000,3000,10.0000,0.0000,75
596,17990438.8115,18020438.8115,30000.0000,3000,10.0000,0.0000,75
597,18020438.8115,18050438.8115,30000.0000,3000,10.0000,0.0000,75
598,18050438.8115,18080438.8115,30000.0000,3000,10.0000,0.0000,75
599,18080438.8115,18110438.8115,30000.0000,3000,10.0000,0.0000,75
600,18110438.8115,18140438.8115,30000.0000,3000,10.0000,0.0000,75
601,18140438.8115,18170438.8115,30000.0000,3000,10.0000,0.0000,75
602,18170438.8115,18200438.8115,30000.0000,3000,10.0000,0.0000,75
603,18200438.8115,18230438.8115,30000.0000,3000,10.0000,0.0000,75
604,18230438.8115,18260438.8115,30000.0000,3000,10.0000,0.0000,75
605,18260438.8115,18290438.8115,30000.0000,3000,10.0000,0.0000,75
606,18290438.8115,18320438.8115,30000.0000,3000,10.0000,0.0000,75
607,18320438.8115,18350438.8115,30000.0000,3000,10.0000,0.0000,75
608,18350438.8115,18380438.8115,30000.0000,3000,10.0000,0.0000,75
609,18380438.8115,18410438.8115,30000.0000,3000,10.0000,0.0000,75
610,18410438.8115,18440438.8115,30000.0000,3000,10.0000,0.0000,75
611,18440438.8115,18470438.8115,30000.0000,3000,10.0000,0.0000,75
612,18470438.8115,18500438.8115,30000.0000,3000,10.0000,0.0000,75
613,18500438.8115,18530438.8115,30000.0000,3000,10.0000,0.0000,75
614,18530438.8115,18560438.8115,30000.0000,3000,10.0000,0.0000,75
615,18560438.8115,18590438.8115,30000.0000,3000,10.0000,0.0000,75
616,18590438.8115,18620438.8115,30000.0000,3000,10.0000,0.0000,75
617,18620438.8115,18650438.8115,30000.0000,3000,10.0000,0.0000,75
618,18650438.8115,18680438.8115,30000.0000,3000,10.0000,0.0000,75
619,18680438.8115,18710438.8115,30000.0000,3000,10.0000,0.0000,75
620,18710438.8115,18740438.8115,30000.0000,3000,10.0000,0.0000,75
621,18740438.8115,18770438.8115,30000.0000,3000,10.0000,0.0000,75
622,18770438.8115,18800438.8115,30000.0000,3000,10.0000,0.0000,75
623,18800438.8115,18830438.8115,30000.0000,3000,10.0000,0.0000,75
624,18830438.8115,18860438.8115,30000.0000,3000,10.0000,0.0000,75
625,18860438.8115,18890438.8115,30000.0000,3000,10.0000,0.0000,75
626,18890438.8115,18920438.8115,30000.0000,3000,10.0000,0.0000,75
627,18920438.8115,18950438.8115,30000.0000,3000,10.0000,0.0000,75
628,18950438.8115,18980438.8115,30000.0000,3000,10.0000,0.0000,75
629,18980438.8115,19010438.8115,30000.0000,3000,10.0000,0.0000,75
630,19010438.8115,19040438.8115,30000.0000,3000,10.0000,0.0000,75
631,19040438.8115,19070438.8115,30000.0000,3000,10.0000,0.0000,75
632,19070438.8115,19100438.8115,30000.0000,3000,10.0000,0.0000,75
633,19100438.8115,19130438.8115,30000.0000,3000,10.0000,0.0000,75
634,19130438.8115,19160438.8115,30000.0000,3000,10.0000,0.0000,75
635,19160438.8115,19190438.8115,30000.0000,3000,10.0000,0.0000,75
636,19190438.8115,19220438.8115,30000.0000,3000,10.0000,0.0000,75
637,19220438.8115,19250438.8115,30000.0000,3000,10.0000,0.0000,75
638,19250438.8115,19280438.8115,30000.0000,3000,10.0000,0.0000,75
639,19280438.8115,19310438.8115,30000.0000,3000,10.0000,0.0000,75
640,19310438.8115,19340438.8115,30000.0000,3000,10.0000,0.0000,75
641,19340438.8115,19370438.8115,30000.0000,3000,10.0000,0.0000,75
642,19370438.8115,19400438.8115,30000.0000,3000,10.0000,0.0000,75
643,19400438.8115,19430438.8115,30000.0000,3000,10.0000,0.0000,75
644,19430438.8115,19460438.8115,30000.0000,3000,10.0000,0.0000,75
645,19460438.8115,19490438.8115,30000.0000,3000,10.0000,0.0000,75
646,19490438.8115,19520438.8115,30000.0000,3000,10.0000,0.0000,75
647,19520438.8115,19550438.8115,30000.0000,3000,10.0000,0.0000,75
648,19550438.8115,19580438.8115,30000.0000,3000,10.0000,0.0000,75
649,19580438.8115,19610438.8115,30000.0000,3000,10.0000,0.0000,75
650,19610438.8115,19640438.8115,30000.0000,3000,10.0000,0.0000,75
651,19640438.8115,19670438.8115,30000.0000,3000,10.0000,0.0000,75
652,19670438.8115,19700438.8115,30000.0000,3000,10.0000,0.0000,75
653,19700438.8115,19730438.8115,30000.0000,3000,10.0000,0.0000,75
654,19730438.8115,19760438.8115,30000.0000,3000,10.0000,0.0000,75
655,19760438.8115,19790438.8115,30000.0000,3000,10.0000,0.0000,75
656,19790438.8115,19820438.8115,30000.0000,3000,10.0000,0.0000,75
657,19820438.8115,19850438.8115,30000.0000,3000,10.0000,0.0000,75
658,19850438.8115,19880438.8115,30000.0000,3000,10.0000,0.0000,75
659,19880438.8115,19910438.8115,30000.0000,3000,10.0000,0.0000,75
660,19910438.8115,19940438.8115,30000.0000,3000,10.0000,0.0000,75
661,19940438.8115,19970438.8115,30000.0000,3000,10.0000,0.0000,75
662,19970438.8115,20000438.8115,30000.0000,3000,10.0000,0.0000,75
663,20000438.8115,20030438.8115,30000.0000,3000,10.0000,0.0000,75
664,20030438.8115,20060438.8115,30000.0000,3000,10.0000,0.0000,75
665,20060438.8115,20090438.8115,30000.0000,3000,10.0000,0.0000,75
666,20090438.8115,20120438.8115,30000.0000,3000,10.0000,0.0000,75
667,20120438.8115,20150438.8115,30000.0000,3000,10.0000,0.0000,75
668,20150438.8115,20180438.8115,30000.0000,3000,10.0000,0.0000,75
669,20180438.8115,20210438.8115,30000.0000,3000,10.0000,0.0000,75
