Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Fix Rate, Machine Amount
670,20210438.8115,20240438.8115,30000.0000,3000,10.0000,0.0000,75
671,20240438.8115,20270438.8115,30000.0000,3000,10.0000,0.0000,75
672,20270438.8115,20300438.8115,30000.0000,3000,10.0000,0.0000,75
673,20300438.8115,20330438.8115,30000.0000,3000,10.0000,0.0000,75
674,20330438.8115,20360438.8115,30000.0000,3000,10.0000,0.0000,75
675,20360438.8115,20390438.8115,30000.0000,3000,10.0000,0.0000,75
676,20390438.8115,20420438.8115,30000.0000,3000,10.0000,0.0000,75
677,20420438.8115,20450438.8115,30000.0000,3000,10.0000,0.0000,75
678,20450438.8115,20480438.8115,30000.0000,3000,10.0000,0.0000,75
679,20480438.8115,20510438.8115,30000.0000,3000,10.0000,0.0000,75
680,20510438.8115,20540438.8115,30000.0000,3000,10.0000,0.0000,75
681,20540438.8115,20570438.8115,30000.0000,3000,10.0000,0.0000,75
682,20570438.8115,20600438.8115,30000.0000,3000,10.0000,0.0000,75
683,20600438.8115,20630438.8115,30000.0000,3000,10.0000,0.0000,75
684,20630438.8115,20660438.8115,30000.0000,3000,10.0000,0.0000,75
685,20660438.8115,20690438.8115,30000.0000,3000,10.0000,0.0000,75
686,20690438.8115,20720438.8115,30000.0000,3000,10.0000,0.0000,75
687,20720438.8115,20750438.8115,30000.0000,3000,10.0000,0.0000,75
688,20750438.8115,20780438.8115,30000.0000,3000,10.0000,0.0000,75
689,20780438.8115,20810438.8115,30000.0000,3000,10.0000,0.0000,75
690,20810438.8115,20840438.8115,30000.0000,3000,10.0000,0.0000,75
691,20840438.8115,20870438.8115,30000.0000,3000,10.0000,0.0000,75
692,20870438.8115,20900438.8115,30000.0000,3000,10.0000,0.0000,75
693,20900438.8115,20930438.8115,30000.0000,3000,10.0000,0.0000,75
694,20930438.8115,20960438.8115,30000.0000,3000,10.0000,0.0000,75
695,20960438.8115,20990438.8115,30000.0000,3000,10.0000,0.0000,75
696,20990438.8115,21020438.8115,30000.0000,3000,10.0000,0.0000,75
697,21020438.8115,21050438.8115,30000.0000,3000,10.0000,0.0000,75
698,21050438.8115,21080438.8115,30000.0000,3000,10.0000,0.0000,75
699,21080438.8115,21110438.8115,30000.0000,3000,10.0000,0.0000,75
700,21110438.8115,21140438.8115,30000.0000,3000,10.0000,0.0000,75
701,21140438.8115,21170438.8115,30000.0000,3000,10.0000,0.0000,75
702,21170438.8115,21200438.8115,30000.0000,3000,10.0000,0.0000,75
703,21200438.8115,21230438.8115,30000.0000,3000,10.0000,0.0000,75
704,21230438.8115,21260438.8115,30000.0000,3000,10.0000,0.0000,75
705,21260438.8115,21290438.8115,30000.0000,3000,10.0000,0.0000,75
706,21290438.8115,21320438.8115,30000.0000,3000,10.0000,0.0000,75
707,21320438.8115,21350438.8115,30000.0000,3000,10.0000,0.0000,75
708,21350438.8115,21380438.8115,30000.0000,3000,10.0000,0.0000,75
709,21380438.8115,21410438.8115,30000.0000,3000,10.0000,0.0000,75
710,21410438.8115,21440438.8115,30000.0000,3000,10.0000,0.0000,75
711,21440438.8115,21470438.8115,30000.0000,3000,10.0000,0.0000,75
712,21470438.8115,21500438.8115,30000.0000,3000,10.0000,0.0000,75
713,21500438.8115,21530438.8115,30000.0000,3000,10.0000,0.0000,75
714,21530438.8115,21560438.8115,30000.0000,3000,10.0000,0.0000,75
715,21560438.8115,21590438.8115,30000.0000,3000,10.0000,0.0000,75
716,21590438.8115,21620438.8115,30000.0000,3000,10.0000,0.0000,75
717,21620438.8115,21650438.8115,30000.0000,3000,10.0000,0.0000,75
718,21650438.8115,21680438.8115,30000.0000,3000,10.0000,0.0000,75
719,21680438.8115,21710438.8115,30000.0000,3000,10.0000,0.0000,75
720,21710438.8115,21740438.8115,30000.0000,3000,10.0000,0.0000,75
721,21740438.8115,21770438.8115,30000.0000,3000,10.0000,0.0000,75
722,21770438.8115,21800438.8115,30000.0000,3000,10.0000,0.0000,75
723,21800438.8115,21830438.8115,30000.0000,3000,10.0000,0.0000,75
724,21830438.8115,21860438.8115,30000.0000,3000,10.0000,0.0000,75
725,21860438.8115,21890438.8115,30000.0000,3000,10.0000,0.0000,75
726,21890438.8115,21920438.8115,30000.0000,3000,10.0000,0.0000,75
727,21920438.8115,21950438.8115,30000.0000,3000,10.0000,0.0000,75
728,21950438.8115,21980438.8115,30000.0000,3000,10.0000,0.0000,75
729,21980438.8115,22010438.8115,30000.0000,3000,10.0000,0.0000,75
730,22010438.8115,22040438.8115,30000.0000,3000,10.0000,0.0000,75
731,22040438.8115,22070438.8115,30000.0000,3000,10.0000,0.0000,75
732,22070438.8115,22100438.8115,30000.0000,3000,10.0000,0.0000,75
733,22100438.8115,22130438.8115,30000.0000,3000,10.0000,0.0000,75
734,22130438.8115,22160438.8115,30000.0000,3000,10.0000,0.0000,75
735,22160438.8115,22190438.8115,30000.0000,3000,10.0000,0.0000,75
736,22190438.8115,22220438.8115,30000.0000,3000,10.0000,0.0000,75
737,22220438.8115,22250438.8115,30000.0000,3000,10.0000,0.0000,75
738,22250438.8115,22280438.8115,30000.0000,3000,10.0000,0.0000,75
739,22280438.8115,22310438.8115,30000.0000,3000,10.0000,0.0000,75
740,22310438.8115,22340438.8115,30000.0000,3000,10.0000,0.0000,75
741,22340438.8115,22370438.8115,30000.0000,3000,10.0000,0.0000,75
742,22370438.8115,22400438.8115,30000.0000,3000,10.0000,0.0000,75
743,22400438.8115,22430438.8115,30000.0000,3000,10.0000,0.0000,75
744,22430438.8115,22460438.8115,30000.0000,3000,10.0000,0.0000,75
745,22460438.8115,22490438.8115,30000.0000,3000,10.0000,0.0000,75
746,22490438.8115,22520438.8115,30000.0000,3000,10.0000,0.0000,75
747,22520438.8115,22550438.8115,30000.0000,3000,10.0000,0.0000,75
748,22550438.8115,22580438.8115,30000.0000,3000,10.0000,0.0000,75
749,22580438.8115,22610438.8115,30000.0000,3000,10.0000,0.0000,75
750,22610438.8115,22640438.8115,30000.0000,3000,10.0000,0.0000,75
751,22640438.8115,22670438.8115,30000.0000,3000,10.0000,0.0000,75
752,22670438.8115,22700438.8115,30000.0000,3000,10.0000,0.0000,75
753,22700438.8115,22730438.8115,30000.0000,3000,10.0000,0.0000,75
754,22730438.8115,22760438.8115,30000.0000,3000,10.0000,0.0000,75
755,22760438.8115,22790438.8115,30000.0000,3000,10.0000,0.0000,75
756,22790438.8115,22820438.8115,30000.0000,3000,10.0000,0.0000,75
757,22820438.8115,22850438.8115,30000.0000,3000,10.0000,0.0000,75
758,22850438.8115,22880438.8115,30000.0000,3000,10.0000,0.0000,75
759,22880438.8115,22910438.8115,30000.0000,3000,10.0000,0.0000,75
760,22910438.8115,22940438.8115,30000.0000,3000,10.0000,0.0000,75
761,22940438.8115,22970438.8115,30000.0000,3000,10.0000,0.0000,75
762,22970438.8115,23000438.8115,30000.0000,3000,10.0000,0.0000,75
763,23000438.8115,23030438.8115,30000.0000,3000,10.0000,0.0000,75
764,23030438.8115,23060438.8115,30000.0000,3000,10.0000,0.0000,75
765,23060438.8115,23090438.8115,30000.0000,3000,10.0000,0.0000,75
766,23090438.8115,23120438.8115,30000.0000,3000,10.0000,0.0000,75
767,23120438.8115,23150438.8115,30000.0000,3000,10.0000,0.0000,75
768,23150438.8115,23180438.8115,30000.0000,3000,10.0000,0.0000,75
769,23180438.8115,23210438.8115,30000.0000,3000,10.0000,0.0000,75
770,23210438.8115,23240438.8115,30000.0000,3000,10.0000,0.0000,75
771,23240438.8115,23270438.8115,30000.0000,3000,10.0000,0.0000,75
772,23270438.8115,23300438.8115,30000.0000,3000,10.0000,0.0000,75
773,23300438.8115,23330438.8115,30000.0000,3000,10.0000,0.0000,75
774,23330438.8115,23360438.8115,30000.0000,3000,10.0000,0.0000,75
775,23360438.8115,23390438.8115,30000.0000,3000,10.0000,0.0000,75
776,23390438.8115,23420438.8115,30000.0000,3000,10.0000,0.0000,75
777,23420438.8115,23450438.8115,30000.0000,3000,10.0000,0.0000,75
778,23450438.8115,23480438.8115,30000.0000,3000,10.0000,0.0000,75
779,23480438.8115,23510438.8115,30000.0000,3000,10.0000,0.0000,75
780,23510438.8115,23540438.8115,30000.0000,3000,10.0000,0.0000,75
781,23540438.8115,23570438.8115,30000.0000,3000,10.0000,0.0000,75
782,23570438.8115,23600438.8115,30000.0000,3000,10.0000,0.0000,75
783,23600438.8115,23630438.8115,30000.0000,3000,10.0000,0.0000,75
784,23630438.8115,23660438.8115,30000.0000,3000,10.0000,0.0000,75
785,23660438.8115,23690438.8115,30000.0000,3000,10.0000,0.0000,75
786,23690438.8115,23720438.8115,30000.0000,3000,10.0000,0.0000,75
787,23720438.8115,23750438.8115,30000.0000,3000,10.0000,0.0000,75
788,23750438.8115,23780438.8115,30000.0000,3000,10.0000,0.0000,75
789,23780438.8115,23810438.8115,30000.0000,3000,10.0000,0.0000,75
790,23810438.8115,23840438.8115,30000.0000,3000,10.0000,0.0000,75
791,23840438.8115,23870438.8115,30000.0000,3000,10.0000,0.0000,75
792,23870438.8115,23900438.8115,30000.0000,3000,10.0000,0.0000,75
793,23900438.8115,23930438.8115,30000.0000,3000,10.0000,0.0000,75
794,23930438.8115,23960438.8115,30000.0000,3000,10.0000,0.0000,75
795,23960438.8115,23990438.8115,30000.0000,3000,10.0000,0.0000,75
796,23990438.8115,24020438.8115,30000.0000,3000,10.0000,0.0000,75
797,24020438.8115,24050438.8115,30000.0000,3000,10.0000,0.0000,75
798,24050438.8115,24080438.8115,30000.0000,3000,10.0000,0.0000,75
799,24080438.8115,24110438.8115,30000.0000,3000,10.0000,0.0000,75
800,24110438.8115,24140438.8115,30000.0000,3000,10.0000,0.0000,75
801,24140438.8115,24170438.8115,30000.0000,3000,10.0000,0.0000,75
802,24170438.8115,24200438.8115,30000.0000,3000,10.0000,0.0000,75
803,24200438.8115,24230438.8115,30000.0000,3000,10.0000,0.0000,75
804,24230438.8115,24260438.8115,30000.0000,3000,10.0000,0.0000,75
805,24260438.8115,24290438.8115,30000.0000,3000,10.0000,0.0000,75
806,24290438.8115,24320438.8115,30000.0000,3000,10.0000,0.0000,75
807,24320438.8115,24350438.8115,30000.0000,3000,10.0000,0.0000,75
808,24350438.8115,24380438.8115,30000.0000,3000,10.0000,0.0000,75
809,24380438.8115,24410438.8115,30000.0000,3000,10.0000,0.0000,75
810,24410438.8115,24440438.8115,30000.0000,3000,10.0000,0.0000,75
811,24440438.8115,24470438.8115,30000.0000,3000,10.0000,0.0000,75
812,24470438.8115,24500438.8115,30000.0000,3000,10.0000,0.0000,75
813,24500438.8115,24530438.8115,30000.0000,3000,10.0000,0.0000,75
814,24530438.8115,24560438.8115,30000.0000,3000,10.0000,0.0000,75
815,24560438.8115,24590438.8115,30000.0000,3000,10.0000,0.0000,75
816,24590438.8115,24620438.8115,30000.0000,3000,10.0000,0.0000,75
817,24620438.8115,24650438.8115,30000.0000,3000,10.0000,0.0000,75
818,24650438.8115,24680438.8115,30000.0000,3000,10.0000,0.0000,75
819,24680438.8115,24710438.8115,30000.0000,3000,10.0000,0.0000,75
820,24710438.8115,24740438.8115,30000.0000,3000,10.0000,0.0000,75
821,24740438.8115,24770438.8115,30000.0000,3000,10.0000,0.0000,75
822,24770438.8115,24800438.8115,30000.0000,3000,10.0000,0.0000,75
823,24800438.8115,24830438.8115,30000.0000,3000,10.0000,0.0000,75
824,24830438.8115,24860438.8115,30000.0000,3000,10.0000,0.0000,75
825,24860438.8115,24890438.8115,30000.0000,3000,10.0000,0.0000,75
826,24890438.8115,24920438.8115,30000.0000,3000,10.0000,0.0000,75
827,24920438.8115,24950438.8115,30000.0000,3000,10.0000,0.0000,75
828,24950438.8115,24980438.8115,30000.0000,3000,10.0000,0.0000,75
829,24980438.8115,25010438.8115,30000.0000,3000,10.0000,0.0000,75
830,25010438.8115,25040438.8115,30000.0000,3000,10.0000,0.0000,75
831,25040438.8115,25070438.8115,30000.0000,3000,10.0000,0.0000,75
832,25070438.8115,25100438.8115,30000.0000,3000,10.0000,0.0000,75
833,25100438.8115,25130438.8115,30000.0000,3000,10.0000,0.0000,75
834,25130438.8115,25160438.8115,30000.0000,3000,10.0000,0.0000,75
835,25160438.8115,25190438.8115,30000.0000,3000,10.0000,0.0000,75
836,25190438.8115,25220438.8115,30000.0000,3000,10.0000,0.0000,75
837,25220438.8115,25250438.8115,30000.0000,3000,10.0000,0.0000,75
838,25250438.8115,25280438.8115,30000.0000,3000,10.0000,0.0000,75
839,25280438.8115,25310438.8115,30000.0000,3000,10.0000,0.0000,75
840,25310438.8115,25340438.8115,30000.0000,3000,10.0000,0.0000,75
841,25340438.8115,25370438.8115,30000.0000,3000,10.0000,0.0000,75
842,25370438.8115,25400438.8115,30000.0000,3000,10.0000,0.0000,75
843,25400438.8115,25430438.8115,30000.0000,3000,10.0000,0.0000,75
844,25430438.8115,25460438.8115,30000.0000,3000,10.0000,0.0000,75
845,25460438.8115,25490438.8115,30000.0000,3000,10.0000,0.0000,75
846,25490438.8115,25520438.8115,30000.0000,3000,10.0000,0.0000,75
847,25520438.8115,25550438.8115,30000.0000,3000,10.0000,0.0000,75
848,25550438.8115,25580438.8115,30000.0000,3000,10.0000,0.0000,75
849,25580438.8115,25610438.8115,30000.0000,3000,10.0000,0.0000,75
850,25610438.8115,25640438.8115,30000.0000,3000,10.0000,0.0000,75
851,25640438.8115,25670438.8115,30000.0000,3000,10.0000,0.0000,75
852,25670438.8115,25700438.8115,30000.0000,3000,10.0000,0.0000,75
853,25700438.8115,25730438.8115,30000.0000,3000,10.0000,0.0000,75
854,25730438.8115,25760438.8115,30000.0000,3000,10.0000,0.0000,75
855,25760438.8115,25790438.8115,30000.0000,3000,10.0000,0.0000,75
856,25790438.8115,25820438.8115,30000.0000,3000,10.0000,0.0000,75
857,25820438.8115,25850438.8115,30000.0000,3000,10.0000,0.0000,75
858,25850438.8115,25880438.8115,30000.0000,3000,10.0000,0.0000,75
859,25880438.8115,25910438.8115,30000.0000,3000,10.0000,0.0000,75
860,25910438.8115,25940438.8115,30000.0000,3000,10.0000,0.0000,75
861,25940438.8115,25970438.8115,30000.0000,3000,10.0000,0.0000,75
862,25970438.8115,26000438.8115,30000.0000,3000,10.0000,0.0000,75
863,26000438.8115,26030438.8115,30000.0000,3000,10.0000,0.0000,75
864,26030438.8115,26060438.8115,30000.0000,3000,10.0000,0.0000,75
865,26060438.8115,26090438.8115,30000.0000,3000,10.0000,0.0000,75
866,26090438.8115,26120438.8115,30000.0000,3000,10.0000,0.0000,75
867,26120438.8115,26150438.8115,30000.0000,3000,10.0000,0.0000,75
868,26150438.8115,26180438.8115,30000.0000,3000,10.0000,0.0000,75
869,26180438.8115,26210438.8115,30000.0000,3000,10.0000,0.0000,75
870,26210438.8115,26240438.8115,30000.0000,3000,10.0000,0.0000,75
871,26240438.8115,26270438.8115,30000.0000,3000,10.0000,0.0000,75
872,26270438.8115,26300438.8115,30000.0000,3000,10.0000,0.0000,75
873,26300438.8115,26330438.8115,30000.0000,3000,10.0000,0.0000,75
874,26330438.8115,26360438.8115,30000.0000,3000,10.0000,0.0000,75
875,26360438.8115,26390438.8115,30000.0000,3000,10.0000,0.0000,75
876,26390438.8115,26420438.8115,30000.0000,3000,10.0000,0.0000,75
877,26420438.8115,26450438.8115,30000.0000,3000,10.0000,0.0000,75
878,26450438.8115,26480438.8115,30000.0000,3000,10.0000,0.0000,75
879,26480438.8115,26510438.8115,30000.0000,3000,10.0000,0.0000,75
880,26510438.8115,26540438.8115,30000.0000,3000,10.0000,0.0000,75
881,26540438.8115,26570438.8115,30000.0000,3000,10.0000,0.0000,75
882,26570438.8115,26600438.8115,30000.0000,3000,10.0000,0.0000,75
883,26600438.8115,26630438.8115,30000.0000,3000,10.0000,0.0000,75
884,26630438.8115,26660438.8115,30000.0000,3000,10.0000,0.0000,75
885,26660438.8115,26690438.8115,30000.0000,3000,10.0000,0.0000,75
886,26690438.8115,26720438.8115,30000.0000,3000,10.0000,0.0000,75
887,26720438.8115,26750438.8115,30000.0000,3000,10.0000,0.0000,75
888,26750438.8115,26780438.8115,30000.0000,3000,10.0000,0.0000,75
889,26780438.8115,26810438.8115,30000.0000,3000,10.0000,0.0000,75
890,26810438.8115,26840438.8115,30000.0000,3000,10.0000,0.0000,75
891,26840438.8115,26870438.8115,30000.0000,3000,10.0000,0.0000,75
892,26870438.8115,26900438.8115,30000.0000,3000,10.0000,0.0000,75
893,26900438.8115,26930438.8115,30000.0000,3000,10.0000,0.0000,75
894,26930438.8115,26960438.8115,30000.0000,3000,10.0000,0.0000,75
895,26960438.8115,26990438.8115,30000.0000,3000,10.0000,0.0000,75
896,26990438.8115,27020438.8115,30000.0000,3000,10.0000,0.0000,75
897,27020438.8115,27050438.8115,30000.0000,3000,10.0000,0.0000,75
898,27050438.8115,27080438.8115,30000.0000,3000,10.0000,0.0000,75
899,27080438.8115,27110438.8115,30000.0000,3000,10.0000,0.0000,75
900,27110438.8115,27140438.8115,30000.0000,3000,10.0000,0.0000,75
901,27140438.8115,27170438.8115,30000.0000,3000,10.0000,0.0000,75
902,27170438.8115,27200438.8115,30000.0000,3000,10.0000,0.0000,75
903,27200438.8115,27230438.8115,30000.0000,3000,10.0000,0.0000,75
904,27230438.8115,27260438.8115,30000.0000,3000,10.0000,0.0000,75
905,27260438.8115,27290438.8115,30000.0000,3000,10.0000,0.0000,75
906,27290438.8115,27320438.8115,30000.0000,3000,10.0000,0.0000,75
907,27320438.8115,27350438.8115,30000.0000,3000,10.0000,0.0000,75
908,27350438.8115,27380438.8115,30000.0000,3000,10.0000,0.0000,75
909,27380438.8115,27410438.8115,30000.0000,3000,10.0000,0.0000,75
910,27410438.8115,27440438.8115,30000.0000,3000,10.0000,0.0000,75
911,27440438.8115,27470438.8115,30000.0000,3000,10.0000,0.0000,75
912,27470438.8115,27500438.8115,30000.0000,3000,10.0000,0.0000,75
913,27500438.8115,27530438.8115,30000.0000,3000,10.0000,0.0000,75
914,27530438.8115,27560438.8115,30000.0000,3000,10.0000,0.0000,75
915,27560438.8115,27590438.8115,30000.0000,3000,10.0000,0.0000,75
916,27590438.8115,27620438.8115,30000.0000,3000,10.0000,0.0000,75
917,27620438.8115,27650438.8115,30000.0000,3000,10.0000,0.0000,75
918,27650438.8115,27680438.8115,30000.0000,3000,10.0000,0.0000,75
919,27680438.8115,27710438.8115,30000.0000,3000,10.0000,0.0000,75
920,27710438.8115,27740438.8115,30000.0000,3000,10.0000,0.0000,75
921,27740438.8115,27770438.8115,30000.0000,3000,10.0000,0.0000,75
922,27770438.8115,27800438.8115,30000.0000,3000,10.0000,0.0000,75
923,27800438.8115,27830438.8115,30000.0000,3000,10.0000,0.0000,75
924,27830438.8115,27860438.8115,30000.0000,3000,10.0000,0.0000,75
925,27860438.8115,27890438.8115,30000.0000,3000,10.0000,0.0000,75
926,27890438.8115,27920438.8115,30000.0000,3000,10.0000,0.0000,75
927,27920438.8115,27950438.8115,30000.0000,3000,10.0000,0.0000,75
928,27950438.8115,27980438.8115,30000.0000,3000,10.0000,0.0000,75
929,27980438.8115,28010438.8115,30000.0000,3000,10.0000,0.0000,75
930,28010438.8115,28040438.8115,30000.0000,3000,10.0000,0.0000,75
931,28040438.8115,28070438.8115,30000.0000,3000,10.0000,0.0000,75
932,28070438.8115,28100438.8115,30000.0000,3000,10.0000,0.0000,75
933,28100438.8115,28130438.8115,30000.0000,3000,10.0000,0.0000,75
934,28130438.8115,28160438.8115,30000.0000,3000,10.0000,0.0000,75
935,28160438.8115,28190438.8115,30000.0000,3000,10.0000,0.0000,75
936,28190438.8115,28220438.8115,30000.0000,3000,10.0000,0.0000,75
937,28220438.8115,28250438.8115,30000.0000,3000,10.0000,0.0000,75
938,28250438.8115,28280438.8115,30000.0000,3000,10.0000,0.0000,75
939,28280438.8115,28310438.8115,30000.0000,3000,10.0000,0.0000,75
940,28310438.8115,28340438.8115,30000.0000,3000,10.0000,0.0000,75
941,28340438.8115,28370438.8115,30000.0000,3000,10.0000,0.0000,75
942,28370438.8115,28400438.8115,30000.0000,3000,10.0000,0.0000,75
943,28400438.8115,28430438.8115,30000.0000,3000,10.0000,0.0000,75
944,28430438.8115,28460438.8115,30000.0000,3000,10.0000,0.0000,75
945,28460438.8115,28490438.8115,30000.0000,3000,10.0000,0.0000,75
946,28490438.8115,28520438.8115,30000.0000,3000,10.0000,0.0000,75
947,28520438.8115,28550438.8115,30000.0000,3000,10.0000,0.0000,75
948,28550438.8115,28580438.8115,30000.0000,3000,10.0000,0.0000,75
949,28580438.8115,28610438.8115,30000.0000,3000,10.0000,0.0000,75
950,28610438.8115,28640438.8115,30000.0000,3000,10.0000,0.0000,75
951,28640438.8115,28670438.8115,30000.0000,3000,10.0000,0.0000,75
952,28670438.8115,28700438.8115,30000.0000,3000,10.0000,0.0000,75
953,28700438.8115,28730438.8115,30000.0000,3000,10.0000,0.0000,75
954,28730438.8115,28760438.8115,30000.0000,3000,10.0000,0.0000,75
955,28760438.8115,28790438.8115,30000.0000,3000,10.0000,0.0000,75
956,28790438.8115,28820438.8115,30000.0000,3000,10.0000,0.0000,75
957,28820438.8115,28850438.8115,30000.0000,3000,10.0000,0.0000,75
958,28850438.8115,28880438.8115,30000.0000,3000,10.0000,0.0000,75
959,28880438.8115,28910438.8115,30000.0000,3000,10.0000,0.0000,75
960,28910438.8115,28940438.8115,30000.0000,3000,10.0000,0.0000,75
961,28940438.8115,28970438.8115,30000.0000,3000,10.0000,0.0000,75
962,28970438.8115,29000438.8115,30000.0000,3000,10.0000,0.0000,75
963,29000438.8115,29030438.8115,30000.0000,3000,10.0000,0.0000,75
964,29030438.8115,29060438.8115,30000.0000,3000,10.0000,0.0000,75
965,29060438.8115,29090438.8115,30000.0000,3000,10.0000,0.0000,75
966,29090438.8115,29120438.8115,30000.0000,3000,10.0000,0.0000,75
967,29120438.8115,29150438.8115,30000.0000,3000,10.0000,0.0000,75
968,29150438.8115,29180438.8115,30000.0000,3000,10.0000,0.0000,75
969,29180438.8115,29210438.8115,30000.0000,3000,10.0000,0.0000,75
970,29210438.8115,29240438.8115,30000.0000,3000,10.0000,0.0000,75
971,29240438.8115,29270438.8115,30000.0000,3000,10.0000,0.0000,75
972,29270438.8115,29300438.8115,30000.0000,3000,10.0000,0.0000,75
973,29300438.8115,29330438.8115,30000.0000,3000,10.0000,0.0000,75
974,29330438.8115,29360438.8115,30000.0000,3000,10.0000,0.0000,75
975,29360438.8115,29390438.8115,30000.0000,3000,10.0000,0.0000,75
976,29390438.8115,29420438.8115,30000.0000,3000,10.0000,0.0000,75
977,29420438.8115,29450438.8115,30000.0000,3000,10.0000,0.0000,75
978,29450438.8115,29480438.8115,30000.0000,3000,10.0000,0.0000,75
979,29480438.8115,29510438.8115,30000.0000,3000,10.0000,0.0000,75
980,29510438.8115,29540438.8115,30000.0000,3000,10.0000,0.0000,75
981,29540438.8115,29570438.8115,30000.0000,3000,10.0000,0.0000,75
982,29570438.8115,29600438.8115,30000.0000,3000,10.0000,0.0000,75
983,29600438.8115,29630438.8115,30000.0000,3000,10.0000,0.0000,75
984,29630438.8115,29660438.8115,30000.0000,3000,10.0000,0.0000,75
985,29660438.8115,29690438.8115,30000.0000,3000,10.0000,0.0000,75
986,29690438.8115,29720438.8115,30000.0000,3000,10.0000,0.0000,75
987,29720438.8115,29750438.8115,30000.0000,3000,10.0000,0.0000,75
988,29750438.8115,29780438.8115,30000.0000,3000,10.0000,0.0000,75
989,29780438.8115,29810438.8115,30000.0000,3000,10.0000,0.0000,75
990,29810438.8115,29840438.8115,30000.0000,3000,10.0000,0.0000,75
991,29840438.8115,29870438.8115,30000.0000,3000,10.0000,0.0000,75
992,29870438.8115,29900438.8115,30000.0000,3000,10.0000,0.0000,75
993,29900438.8115,29930438.8115,30000.0000,3000,10.0000,0.0000,75
994,29930438.8115,29960438.8115,30000.0000,3000,10.0000,0.0000,75
995,29960438.8115,29990438.8115,30000.0000,3000,10.0000,0.0000,75
996,29990438.8115,30020438.8115,30000.0000,3000,10.0000,0.0000,75
997,30020438.8115,30050438.8115,30000.0000,3000,10.0000,0.0000,75
998,30050438.8115,30080438.8115,30000.0000,3000,10.0000,0.0000,75
999,30080438.8115,30110438.8115,30000.0000,3000,10.0000,0.0000,75
1000,30110438.8115,30140438.8115,30000.0000,3000,10.0000,0.0000,75
